6,c,1,c,1,72.236735679999995,50.15679815
6,c,1,c,7,72.236735679999995,50.15679815
6,c,1,c,13,72.236735679999995,50.15679815
6,c,1,c,19,72.236735679999995,50.15679815
6,c,1,c,25,72.236735679999995,50.15679815
6,c,1,c,31,72.236735679999995,50.15679815
6,c,1,c,37,72.236735679999995,50.15679815
6,c,1,c,43,72.236735679999995,50.15679815
6,c,1,c,49,72.329704449999994,50.15679815
6,c,1,c,55,72.329704449999994,50.15679815
6,c,1,c,61,72.329704449999994,50.15679815
6,c,1,c,67,72.329704449999994,50.15679815
6,c,1,c,73,72.329704449999994,50.15679815
6,c,1,c,79,72.329704449999994,50.15679815
6,c,1,c,85,72.329704449999994,50.15679815
6,c,1,c,91,72.329704449999994,50.063742869999999
6,c,1,c,97,72.329704449999994,50.063742869999999
6,c,1,c,103,72.329704449999994,50.063742869999999
6,c,1,c,109,72.329704449999994,50.063742869999999
6,c,1,c,115,72.329704449999994,50.063742869999999
6,c,1,c,121,72.329704449999994,50.063742869999999
6,c,1,c,127,72.422673219999993,49.970687589999997
6,c,1,c,133,72.422673219999993,49.970687589999997
6,c,1,c,139,72.422673219999993,49.970687589999997
6,c,1,c,145,72.422673219999993,49.970687589999997
6,c,1,c,151,72.422673219999993,49.970687589999997
6,c,1,c,157,72.422673219999993,49.970687589999997
6,c,1,c,163,72.422673219999993,49.970687589999997
6,c,1,c,169,72.329704449999994,49.970687589999997
6,c,1,c,175,72.329704449999994,49.970687589999997
6,c,1,c,181,72.329704449999994,49.970687589999997
6,c,1,c,187,72.329704449999994,49.970687589999997
6,c,1,c,193,72.329704449999994,49.970687589999997
6,c,1,c,199,72.329704449999994,49.970687589999997
6,c,1,c,205,72.329704449999994,50.063742869999999
6,c,1,c,211,72.329704449999994,50.063742869999999
6,c,1,c,217,72.329704449999994,50.063742869999999
6,c,1,c,223,72.329704449999994,50.063742869999999
6,c,1,c,229,72.329704449999994,50.063742869999999
6,c,1,c,235,72.329704449999994,49.970687589999997
6,c,1,c,241,72.329704449999994,49.970687589999997
